Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Feedback Knock Correction (1-byte)** (degrees)
77598,0.00,47.71,720,0.00,0.53,-31.75,15.6250,-64.00,-11,51,128,1,8,0.02,50.20,532.98,0.00,0.00
77891,0.00,50.39,851,0.00,0.53,-31.75,9.3750,-64.00,-11,51,149,1,8,0.02,50.20,483.46,0.00,7.38
77891,0.00,50.09,846,0.00,0.53,-31.75,8.2500,-64.00,-11,51,154,1,8,0.02,50.20,493.36,0.00,9.14
77891,0.00,49.74,842,0.00,0.53,-31.75,8.3750,-64.00,-11,51,139,1,8,0.02,50.20,493.38,0.00,3.87
77891,0.00,49.47,837,0.00,0.53,-31.75,2.6250,-64.00,-11,51,139,1,8,0.02,50.20,493.38,0.00,3.87
77891,0.00,48.88,829,0.00,0.53,-31.75,1.0000,-64.00,-11,51,141,1,8,0.02,50.20,508.23,0.00,4.57
77891,0.00,48.70,817,0.00,0.53,-31.75,6.6250,-64.00,-11,51,144,1,8,0.02,50.20,513.18,0.00,5.62
77891,0.00,48.62,792,0.00,0.53,-31.75,7.6250,-64.00,-11,51,136,1,8,0.02,50.20,513.18,0.00,2.81
77891,0.00,48.02,777,0.00,0.53,-31.75,0.1250,-64.00,-11,51,139,1,8,0.02,50.20,518.13,0.00,3.87
77912,0.00,47.92,760,0.00,0.53,-31.75,10.6250,-64.00,-11,51,146,1,8,0.02,50.20,523.08,0.00,6.33
77912,0.00,47.71,750,0.00,0.53,-31.75,15.6250,-64.00,-11,51,146,1,8,0.02,50.20,528.03,0.00,6.33
77912,0.00,47.60,728,0.00,0.53,-31.75,10.1250,-64.00,-11,51,121,1,8,0.02,50.20,532.98,0.00,-2.46
77912,0.00,47.60,740,0.00,0.53,-31.75,10.1250,-64.00,-11,51,141,1,8,0.02,50.20,528.03,0.00,4.57
78035,0.00,51.01,863,0.00,0.53,-31.75,5.2500,-64.00,-11,51,146,1,8,0.02,50.20,478.51,0.00,6.33
78152,0.00,51.28,862,0.00,0.53,-31.75,12.2500,-64.00,-11,51,149,1,8,0.02,50.20,473.56,0.00,7.38
78257,0.00,51.19,867,0.00,0.53,-31.75,9.3750,-64.00,-11,52,149,1,8,0.02,50.20,468.61,0.00,7.38
78374,0.00,51.49,858,0.00,0.53,-31.75,11.2500,-64.00,-11,52,149,1,8,0.02,50.20,468.61,0.00,7.38
78706,0.00,51.94,855,0.00,0.53,-31.75,13.2500,-64.00,-11,52,136,1,8,0.02,50.20,468.61,0.00,2.81
78873,0.00,51.96,852,0.00,0.53,-31.75,15.8750,-64.00,-11,52,146,1,8,0.02,50.20,463.66,0.00,6.33
79139,0.00,60.36,856,0.00,0.53,-31.75,4.0000,-64.00,-11,52,128,1,8,0.02,50.20,463.66,0.00,0.00
79260,0.00,61.02,857,0.00,0.53,-31.75,0.7500,-64.00,-11,52,118,1,8,0.02,50.20,468.61,0.00,-3.52
79260,0.00,61.30,847,0.00,0.53,-31.75,11.6250,-64.00,-11,52,121,1,8,0.02,50.20,463.66,0.00,-2.46
79260,0.00,61.43,842,0.00,0.53,-31.75,3.7500,-64.00,-11,52,133,1,8,0.02,50.20,463.66,0.00,1.76
79260,0.00,61.29,827,0.00,0.53,-31.75,0.2500,-64.00,-11,52,136,1,8,0.02,50.20,463.66,0.00,2.81
79260,0.00,61.25,821,0.00,0.53,-31.75,2.6250,-64.00,-11,52,126,1,8,0.02,50.20,468.61,0.00,-0.70
79391,0.00,59.90,771,0.00,0.53,-31.75,0.6250,-64.00,-11,52,123,1,8,0.02,50.20,493.36,0.00,-1.76
79391,0.00,60.38,777,0.00,0.53,-31.75,6.6250,-64.00,-11,52,123,1,8,0.02,50.20,493.36,0.00,-1.76
79391,0.00,60.62,784,0.00,0.53,-31.75,1.6250,-64.00,-11,52,126,1,8,0.02,50.20,493.36,0.00,-0.70
79391,0.00,60.74,790,0.00,0.53,-31.75,7.1250,-64.00,-11,52,118,1,8,0.02,50.20,478.51,0.00,-3.52
79408,0.00,61.10,802,0.00,0.53,-31.75,7.6250,-64.00,-11,52,128,1,8,0.02,50.20,478.51,0.00,0.00
79408,0.00,61.22,807,0.00,0.53,-31.75,7.2500,-64.00,-11,52,128,1,8,0.02,50.20,473.56,0.00,0.00
79408,0.00,61.27,815,0.00,0.53,-31.75,5.2500,-64.00,-11,52,131,1,8,0.02,50.20,468.61,0.00,1.05
79833,0.00,59.54,765,0.00,0.53,-31.75,0.1250,-64.00,-11,52,123,1,8,0.02,50.20,493.36,0.00,-1.76
79994,0.00,59.42,769,0.00,0.53,-31.75,10.6250,-64.00,-11,52,113,1,8,0.02,50.20,493.36,0.00,-5.27
80141,0.00,59.18,767,0.00,0.53,-31.75,15.6250,-64.00,-11,52,118,1,8,0.02,50.20,493.36,0.00,-3.52
80279,0.00,59.06,768,0.00,0.53,-31.75,10.1250,-64.00,-11,52,113,1,8,0.02,50.20,493.36,0.00,-5.27
80421,0.00,58.94,768,0.00,0.53,-31.75,4.6250,-64.00,-11,52,121,1,8,0.02,50.20,493.36,0.00,-2.46
80421,0.00,58.94,768,0.00,0.53,-31.75,4.6250,-64.00,-11,52,116,1,8,0.02,50.20,493.36,0.00,-4.22
80421,0.00,59.06,770,0.00,0.53,-31.75,10.1250,-64.00,-11,52,116,1,8,0.02,50.20,493.36,0.00,-4.22
80421,0.00,58.94,768,0.00,0.53,-31.75,4.6250,-64.00,-11,52,111,1,8,0.02,50.20,493.36,0.00,-5.98
80439,0.00,58.82,765,0.00,0.53,-31.75,15.1250,-64.00,-11,52,106,1,8,0.02,50.20,493.36,0.00,-7.73
80439,0.00,59.06,764,0.00,0.53,-31.75,10.1250,-64.00,-11,52,116,1,8,0.02,50.20,493.36,0.00,-4.22
80439,0.00,59.06,761,0.00,0.53,-31.75,10.1250,-64.00,-11,52,131,1,8,0.02,50.20,493.36,0.00,1.05
80839,0.00,59.06,771,0.00,0.53,-31.75,10.1250,-64.00,-11,52,126,1,8,0.02,50.20,493.36,0.00,-0.70
80987,0.00,59.06,778,0.00,0.53,-31.75,10.1250,-64.00,-11,52,123,1,8,0.02,50.20,493.36,0.00,-1.76
81131,0.00,59.05,814,0.00,0.53,-31.75,10.7500,-64.00,-11,52,123,1,8,0.02,50.20,493.36,0.00,-1.76
81276,0.00,58.53,858,0.00,0.53,-31.75,13.6250,-64.00,-11,52,113,1,8,0.02,50.20,493.40,0.00,-5.27
81548,0.00,35.32,1596,-11289697855286210000000.00,0.53,-31.50,12.1875,-64.00,-11,52,34,1,7,0.01,50.20,1231.06,0.00,-33.05
81548,0.00,39.65,1549,-2875478754440221000000000.00,0.53,-31.75,6.8125,-64.00,-11,52,252,1,7,0.01,50.20,1226.09,0.00,43.59
81548,0.00,40.29,1492,-2926885262298648300000000000.00,0.53,-31.75,5.0625,-64.00,-11,52,198,1,7,0.01,50.20,1216.21,0.00,24.61
81548,0.00,45.59,1414,-761026192402018600000000000000000.00,0.53,-31.75,6.7500,-64.00,-11,52,162,1,7,0.01,50.20,1216.21,0.00,11.95
81569,0.00,60.26,1329,-773307510186589800000000000000000000.00,0.53,-31.75,4.8125,-64.00,-11,52,154,1,7,0.01,50.20,1231.08,0.00,9.14
81569,0.00,58.59,1235,0.00,0.53,-31.75,5.1875,-64.00,-11,52,146,1,8,0.02,50.20,-6.46,0.00,6.33
81569,0.00,58.13,1140,0.00,0.53,-31.75,10.3750,-64.00,-11,52,133,1,8,0.02,50.20,117.32,0.00,1.76
81569,0.00,58.39,1054,0.00,0.53,-31.75,3.0000,-64.00,-11,52,126,1,8,0.02,50.20,241.07,0.00,-0.70
81569,0.00,58.55,967,0.00,0.53,-31.75,3.2500,-64.00,-11,52,133,1,8,0.02,50.20,359.88,0.00,1.76
81569,0.00,58.36,903,0.00,0.53,-31.75,8.2500,-64.00,-11,52,126,1,8,0.02,50.20,493.51,0.00,-0.70
82311,0.00,35.22,1638,-708614520506471700000.00,0.53,-31.50,12.6250,-64.00,-11,52,57,1,7,0.01,50.20,1241.00,0.00,-24.96
82579,0.00,35.98,1695,-2857300339335910000000.00,0.53,-31.50,13.0000,-64.00,-11,52,60,1,8,0.01,50.20,-11.35,0.00,-23.91
82719,0.00,4.58,2741,-52810739115877875000000000000.00,0.53,-30.50,4.8750,-64.00,-11,52,22,1,8,0.01,50.20,93.13,0.00,-37.27
82719,0.00,15.25,2611,-13110199592585708000000000000.00,0.53,-31.25,3.1250,-64.00,-11,52,160,1,8,0.01,50.20,43.57,0.00,11.25
82719,0.00,22.72,2569,-13326428149684578000000000000000.00,0.53,-31.25,0.8125,-64.00,-11,52,34,1,7,0.01,50.20,222.02,0.00,-33.05
82738,0.00,17.84,2665,-855506008314036100000000000000000.00,0.53,-31.00,10.6875,-64.00,-11,52,72,1,8,0.01,50.20,128.07,0.00,-19.69
82738,0.00,12.83,2829,-54502815123837110000000000000000.00,0.53,-30.50,1.7500,-64.00,-11,52,73,1,8,0.01,50.20,133.09,0.00,-19.34
82738,0.00,11.33,2752,-53145616290277610000000000000.00,0.53,-30.50,7.3125,-64.00,-11,52,108,1,8,0.01,50.20,112.91,0.00,-7.03
82738,0.00,11.53,2499,-51807330685597730000000000000.00,0.53,-30.75,8.6250,-64.00,-11,52,205,1,8,0.01,50.20,93.01,0.00,27.07
82738,0.00,13.37,2227,-3246498659720274500000000000000.00,0.53,-31.25,2.8125,-64.00,-11,52,202,1,8,0.01,50.20,63.12,0.00,26.02
82738,0.00,21.62,2067,-198824832665498170000000000000.00,0.53,-31.25,8.6250,-64.00,-11,52,81,1,8,0.01,50.20,68.03,0.00,-16.52
82738,0.00,22.97,1924,-191090615069552400000000000.00,0.53,-31.25,8.6250,-64.00,-11,52,98,1,8,0.01,50.20,33.07,0.00,-10.55
82738,0.00,22.42,1860,-2973837370301992700000000.00,0.53,-31.25,9.5625,-64.00,-11,52,8,1,8,0.01,50.20,-6.75,0.00,-42.19
82738,0.00,26.43,1784,-184163105488676330000000.00,0.53,-31.50,5.5000,-64.00,-11,52,83,1,8,0.01,50.20,-11.31,0.00,-15.82
83458,0.00,0.04,2733,-3381359472833020000000000000000.00,0.53,-29.00,1.8750,-64.00,-11,52,195,1,9,0.01,50.20,1014.06,0.00,23.55
83730,0.00,9.50,2668,-13442497117625778000000000000000.00,0.53,-29.00,6.2500,-64.00,-11,52,201,1,10,0.01,50.20,999.40,0.00,25.66
83875,0.00,6.05,2864,0.00,0.53,-28.00,15.0000,-64.00,-11,51,156,1,7,0.02,50.20,1241.79,0.00,9.84
83875,0.00,6.76,2829,-218432353536836600000000000000000.00,0.53,-28.00,0.0000,-64.00,-11,51,14,1,7,0.01,50.20,1226.96,0.00,-40.08
83875,0.00,4.81,2811,-218204553226794980000000000000000.00,0.53,-28.25,0.0000,-64.00,-11,52,32,1,8,0.01,50.20,63.66,0.00,-33.75
83875,0.00,11.00,2792,-54427349138473480000000000000000.00,0.53,-28.00,8.0000,-64.00,-11,52,1,1,8,0.01,50.20,128.01,0.00,-44.65
83883,0.00,2.46,2773,-13578362245863168000000000000000.00,0.53,-28.25,14.0000,-64.00,-11,52,105,1,8,0.01,50.20,202.30,0.00,-8.09
83883,0.00,8.17,2767,-13554841385116746000000000000000.00,0.53,-28.50,7.0000,-64.00,-11,52,180,1,8,0.01,50.20,212.18,0.00,18.28
83883,0.00,10.30,2748,-3386466579957982000000000000000.00,0.53,-28.50,5.0000,-64.00,-11,52,43,1,8,0.01,50.20,227.05,0.00,-29.88
83883,0.00,11.79,2732,-3385383382423607000000000000000.00,0.53,-28.50,14.0000,-64.00,-11,52,31,1,8,0.01,50.20,236.99,0.00,-34.10
83883,0.00,0.76,2711,-844082660913719400000000000000.00,0.53,-28.50,1.0000,-64.00,-11,52,18,1,8,0.01,50.20,212.28,0.00,-38.67
83883,0.00,7.12,2710,-842593113188226800000000000000.00,0.53,-29.25,1.0000,-64.00,-11,52,185,1,8,0.01,50.20,246.93,0.00,20.04
83883,0.00,5.22,2682,-842187065228563700000000000000.00,0.53,-28.75,12.5000,-64.00,-11,52,47,1,8,0.01,50.20,1014.19,0.00,-28.48
83883,0.00,7.92,2690,-210527385715095230000000000000.00,0.53,-29.25,2.7500,-64.00,-11,52,206,1,8,0.01,50.20,241.75,0.00,27.42
83901,0.00,9.39,2648,-838414989997774900000000000000.00,0.53,-29.50,4.0000,-64.00,-11,52,216,1,8,0.01,50.20,271.68,0.00,30.94
84369,0.00,7.72,2872,0.00,0.53,-28.00,7.0000,-64.00,-11,51,118,1,7,0.02,50.20,1226.94,0.00,-3.52
84824,0.00,1.27,2898,-14067772343073404000000000000000000.00,0.53,-28.00,0.0000,-64.00,-11,51,105,1,7,0.01,50.20,1217.06,0.00,-8.09
84984,0.00,5.46,3079,0.00,0.53,-28.50,5.0000,-64.00,-11,50,182,1,7,0.02,50.20,940.02,0.00,18.98
84984,0.00,4.34,3032,0.00,0.53,-28.50,12.5000,-64.00,-11,51,70,1,7,0.02,50.20,944.95,0.00,-20.39
85216,0.00,6.60,2913,0.00,0.53,-28.00,7.0000,-64.00,-11,51,131,1,7,0.02,50.20,1187.36,0.00,1.05
85216,0.00,12.18,2934,-230886188927021840000000000000000000000.00,0.53,-28.25,0.0000,-64.00,-11,51,232,1,7,0.01,50.20,1187.37,0.00,36.56
85216,0.00,3.36,2946,-225905775271081730000000000000000000.00,0.53,-28.25,0.0000,-64.00,-11,51,194,1,7,0.01,50.20,1152.76,0.00,23.20
85216,0.00,5.70,2964,-906036787055324000000000000000000000.00,0.53,-28.00,8.0000,-64.00,-11,51,191,1,7,0.01,50.20,1137.89,0.00,22.15
85216,0.00,4.37,2989,-907233449221939400000000000000000000.00,0.53,-28.00,8.0000,-64.00,-11,51,125,1,7,0.01,50.20,1088.41,0.00,-1.05
85216,0.00,10.34,2992,-14525469476510184000000000000000000000.00,0.53,-28.00,4.0000,-64.00,-11,51,86,1,7,0.01,50.20,1053.78,0.00,-14.77
85216,0.00,3.05,3020,-58253752589152880000000000000000000000.00,0.53,-28.00,0.0000,-64.00,-11,51,9,1,7,0.01,50.20,1043.90,0.00,-41.84
85216,0.00,12.84,3022,-58310877995801560000000000000000000000.00,0.53,-27.75,8.0000,-64.00,-11,51,51,1,7,0.01,50.20,1043.90,0.00,-27.07
85216,0.00,1.03,3037,-233238258839118900000000000000000000000.00,0.53,-28.50,14.0000,-64.00,-11,51,197,1,7,0.01,50.20,1043.91,0.00,24.26
85385,0.00,6.89,3090,0.00,0.53,-28.50,1.0000,-64.00,-11,50,132,1,7,0.02,50.20,954.87,0.00,1.41
85802,0.00,6.66,3091,0.00,0.53,-28.50,4.0000,-64.00,-11,50,140,1,7,0.02,50.20,964.77,0.00,4.22
86084,0.00,22.79,2859,-3577818004822105000000000000000000000.00,0.53,-31.25,10.9375,-64.00,-11,50,47,1,9,0.01,50.20,468.90,0.00,-28.48
86100,0.00,23.71,2920,-230880732958838460000000000000000000000.00,0.53,-31.25,4.0000,-64.00,-11,50,12,1,9,0.01,50.20,379.87,0.00,-40.78
86100,0.00,24.29,3015,0.00,0.53,-31.25,9.9375,-64.00,-11,50,8,1,9,0.02,50.20,285.87,0.00,-42.19
86100,0.00,22.57,3059,0.00,0.53,-31.25,4.0000,-64.00,-11,50,38,1,7,0.02,50.20,424.56,0.00,-31.64
86100,0.00,21.81,3088,0.00,0.53,-31.25,10.5000,-64.00,-11,50,98,1,7,0.02,50.20,142.45,0.00,-10.55
86100,0.00,18.18,3109,0.00,0.53,-31.25,10.8750,-64.00,-11,50,247,1,5,0.02,50.20,890.05,0.00,41.84
86100,0.00,9.97,3110,0.00,0.53,-30.50,3.0000,-64.00,-11,50,234,1,6,0.02,50.20,400.08,0.00,37.27
86100,0.00,3.57,3121,0.00,0.53,-30.00,2.3750,-64.00,-11,50,50,1,6,0.02,50.20,1147.97,0.00,-27.42
86100,0.00,0.08,3120,0.00,0.53,-29.25,9.0000,-64.00,-11,50,70,1,7,0.02,50.20,98.52,0.00,-20.39
86100,0.00,10.86,3114,0.00,0.53,-28.75,8.0000,-64.00,-11,50,234,1,7,0.02,50.20,905.39,0.00,37.27
86100,0.00,7.03,3100,0.00,0.53,-28.25,2.0000,-64.00,-11,50,20,1,7,0.02,50.20,935.09,0.00,-37.97
86867,0.00,22.25,2776,-867310927157409000000000000000000.00,0.53,-31.25,1.8750,-64.00,-11,50,81,1,9,0.01,50.20,572.79,0.00,-16.52
86997,0.00,21.42,2679,-13418345197601517000000000000000.00,0.53,-31.25,2.0625,-64.00,-11,50,81,1,9,0.01,50.20,849.95,0.00,-16.52
87009,0.00,21.83,2523,-3312728451822042300000000000000.00,0.53,-31.25,4.0000,-64.00,-11,50,81,1,9,0.01,50.20,849.87,0.00,-16.52
87152,0.00,11.45,1964,-12582738088935525000000000000000.00,0.53,-30.75,3.6250,-64.00,-11,50,49,1,9,0.01,50.20,880.40,0.00,-27.77
87170,0.00,12.14,2040,-12654227917278436000000000000000.00,0.53,-31.00,4.2500,-64.00,-11,50,239,1,9,0.01,50.20,875.45,0.00,39.02
87170,0.00,13.94,2033,-50592152868328035000000000000000.00,0.53,-31.00,12.1875,-64.00,-11,50,176,1,9,0.01,50.20,860.58,0.00,16.88
87170,0.00,16.18,2012,-50458445672678660000000000000000.00,0.53,-31.50,0.3125,-64.00,-11,50,249,1,8,0.01,50.20,944.74,0.00,42.54
87170,0.00,22.76,1980,-12616779022164233000000000000000.00,0.53,-31.25,15.5000,-64.00,-11,50,51,1,9,0.01,50.20,904.84,0.00,-27.07
87170,0.00,16.16,1988,-784989762388046600000000000000.00,0.53,-30.75,10.5000,-64.00,-11,50,36,1,9,0.01,50.20,885.28,0.00,-32.34
87170,0.00,14.08,2132,-797852657550882500000000000000.00,0.53,-31.00,1.8750,-64.00,-11,50,182,1,9,0.01,50.20,859.79,0.00,18.98
87170,0.00,15.31,2010,-12681150695281253000000000000000.00,0.53,-31.25,4.3125,-64.00,-11,50,47,1,9,0.01,50.20,849.70,0.00,-28.48
87170,0.00,24.89,1933,-195642921018806530000000000000.00,0.53,-31.50,1.7500,-64.00,-11,50,197,1,9,0.01,50.20,849.75,0.00,24.26
87170,0.00,25.26,2145,-194613482019029100000000000.00,0.53,-31.50,15.0000,-64.00,-11,50,227,1,9,0.01,50.20,849.75,0.00,34.80
87187,0.00,22.84,2368,-796493441827654700000000000.00,0.53,-31.25,10.5625,-64.00,-11,50,4,1,9,0.01,50.20,849.81,0.00,-43.59
87799,0.00,10.59,2003,-12617709895045337000000000000000.00,0.53,-31.00,3.3750,-64.00,-11,50,252,1,9,0.01,50.20,885.37,0.00,43.59
87960,0.00,10.31,2001,-50344564860470960000000000000000.00,0.53,-31.00,12.8750,-64.00,-11,50,207,1,8,0.01,50.20,533.91,0.00,27.77
87960,0.00,10.86,1967,-50405223922395940000000000000000.00,0.53,-31.00,0.6250,-64.00,-11,51,216,1,8,0.01,50.20,528.96,0.00,30.94
87960,0.00,15.99,1990,-12579642029911491000000000000000.00,0.53,-31.00,7.0000,-64.00,-11,51,166,1,8,0.01,50.20,523.66,0.00,13.36
88262,0.00,61.86,1566,-702291396260899300000.00,0.53,-31.75,4.5000,-64.00,-11,51,204,1,9,0.01,50.20,696.22,0.00,26.72
88278,0.00,51.04,1632,-45264855695969050000000.00,0.53,-31.75,10.3750,-64.00,-11,51,230,1,9,0.01,50.20,706.22,0.00,35.86
88278,0.00,44.23,1717,-46691227231124940000000000.00,0.53,-31.50,1.8125,-64.00,-11,51,31,1,7,0.01,50.20,1226.07,0.00,-34.10
88278,0.00,39.18,1768,-751045313009541000000000000.00,0.53,-31.50,6.6250,-64.00,-11,51,37,1,7,0.01,50.20,1236.06,0.00,-31.99
88278,0.00,34.89,1821,-12109207833353175000000000000.00,0.53,-31.50,1.2500,-64.00,-11,51,122,1,7,0.01,50.20,1241.09,0.00,-2.11
88278,0.00,31.33,1876,-48577066728487995000000000000.00,0.53,-31.50,8.6250,-64.00,-11,51,96,1,8,0.01,50.20,87.75,0.00,-11.25
88278,0.00,30.89,1907,-781198344344143900000000000000.00,0.53,-31.50,2.5000,-64.00,-11,51,50,1,8,0.01,50.20,216.51,0.00,-27.42
88278,0.00,29.78,1921,-783519481917804000000000000000.00,0.53,-31.50,15.9375,-64.00,-11,51,21,1,7,0.01,50.20,429.43,0.00,-37.62
88278,0.00,24.00,1950,-3134078229902671000000000000000.00,0.53,-31.50,3.8750,-64.00,-11,51,194,1,8,0.01,50.20,493.88,0.00,23.20
88932,0.00,62.57,1496,-174307337569933720000.00,0.53,-31.75,9.8125,-64.00,-11,51,180,1,9,0.01,50.20,696.14,0.00,18.28
89073,0.00,63.28,1404,-180932767871411660000000000.00,0.53,-31.75,4.3125,-64.00,-11,51,156,1,9,0.01,50.20,705.97,0.00,9.84
89075,0.00,55.15,1302,-183311858769271400000000000000.00,0.53,-31.75,8.9375,-64.00,-11,51,167,1,9,0.01,50.20,725.75,0.00,13.71
89075,0.00,48.54,1239,-46531695032362150000000000000000.00,0.53,-31.75,15.3750,-64.00,-11,51,175,1,9,0.01,50.20,735.92,0.00,16.52
89075,0.00,48.61,1154,-189179124782700670000000000000000000.00,0.53,-31.75,12.7500,-64.00,-11,51,204,1,9,0.01,50.20,755.72,0.00,26.72
89075,0.00,48.67,1087,0.00,0.53,-31.75,7.0000,-64.00,-11,51,215,1,9,0.02,50.20,839.87,0.00,30.59
89372,0.00,38.58,871,0.00,0.53,-31.75,15.2500,-64.00,-11,51,246,1,9,0.02,50.20,909.18,0.00,41.48
89372,0.00,35.70,830,0.00,0.53,-31.75,1.5000,-64.00,-11,51,246,1,9,0.02,50.20,909.18,0.00,41.48
89372,0.00,36.32,809,0.00,0.53,-31.75,2.2500,-64.00,-11,51,249,1,9,0.02,50.20,904.23,0.00,42.54
89390,0.00,33.69,794,0.00,0.53,-31.75,10.1250,-64.00,-11,51,246,1,10,0.02,50.20,1003.23,0.00,41.48
89390,0.00,35.67,773,0.00,0.53,-31.50,14.6250,-64.00,-11,51,2,1,10,0.02,50.20,1201.24,0.00,-44.30
89390,0.00,42.04,770,0.00,0.53,-31.50,9.1250,-64.00,-11,51,2,1,10,0.02,50.20,592.36,0.00,-44.30
89390,0.00,43.74,851,0.00,0.53,-31.75,8.3750,-64.00,-11,51,255,1,10,0.02,50.20,433.96,0.00,44.65
89390,0.00,43.89,988,0.00,0.53,-31.75,7.1250,-64.00,-11,51,243,1,9,0.02,50.20,834.92,0.00,40.43
89912,0.00,38.93,903,0.00,0.53,-31.75,11.0000,-64.00,-11,51,201,1,9,0.02,50.20,904.23,0.00,25.66
90321,0.00,45.32,946,0.00,0.53,-31.75,15.3750,-64.00,-11,51,170,1,8,0.02,50.20,131.99,0.00,14.77
90321,0.00,46.30,968,0.00,0.53,-31.75,9.7500,-64.00,-11,51,178,1,8,0.02,50.20,528.01,0.00,17.58
90459,0.00,54.44,866,0.00,0.53,-31.75,15.6250,-64.00,-11,52,144,1,8,0.02,50.20,468.61,0.00,5.62
90459,0.00,54.39,883,0.00,0.53,-31.75,12.6250,-64.00,-11,52,154,1,8,0.02,50.20,458.71,0.00,9.14
90459,0.00,54.46,918,0.00,0.53,-31.75,12.8750,-64.00,-11,52,151,1,8,0.02,50.20,458.71,0.00,8.09
90459,0.00,54.08,933,0.00,0.53,-31.75,0.0000,-64.00,-11,51,146,1,8,0.02,50.20,453.76,0.00,6.33
90793,0.00,48.33,988,0.00,0.53,-31.75,15.5000,-64.00,-11,51,175,1,8,0.02,50.20,513.16,0.00,16.52
90793,0.00,49.42,1010,0.00,0.53,-31.75,8.5000,-64.00,-11,51,154,1,8,0.02,50.20,493.36,0.00,9.14
90793,0.00,50.41,1006,0.00,0.53,-31.75,3.6250,-64.00,-11,51,146,1,8,0.02,50.20,493.36,0.00,6.33
90793,0.00,51.97,1002,0.00,0.53,-31.75,13.6250,-64.00,-11,51,146,1,8,0.02,50.20,468.61,0.00,6.33
90793,0.00,52.65,992,0.00,0.53,-31.75,3.1250,-64.00,-11,51,146,1,8,0.02,50.20,458.71,0.00,6.33
90793,0.00,53.17,968,0.00,0.53,-31.75,10.6250,-64.00,-11,51,154,1,8,0.02,50.20,453.76,0.00,9.14
90798,0.00,53.60,952,0.00,0.53,-31.75,14.2500,-64.00,-11,51,151,1,8,0.02,50.20,453.76,0.00,8.09
90943,0.00,54.19,850,0.00,0.53,-31.75,4.7500,-64.00,-11,52,146,1,8,0.02,50.20,478.51,0.00,6.33
91198,0.00,54.01,831,0.00,0.53,-31.75,14.7500,-64.00,-11,52,146,1,8,0.02,50.20,493.36,0.00,6.33
91347,0.00,53.66,818,0.00,0.53,-31.75,3.8750,-64.00,-11,52,141,1,8,0.02,50.20,493.36,0.00,4.57
91617,0.00,57.97,745,0.00,0.53,-31.75,8.6250,-64.00,-11,52,126,1,8,0.02,50.20,518.11,0.00,-0.70
91617,0.00,58.09,744,0.00,0.53,-31.75,14.1250,-64.00,-11,52,123,1,8,0.02,50.20,518.11,0.00,-1.76
91617,0.00,58.22,745,0.00,0.53,-31.75,3.6250,-64.00,-11,52,116,1,8,0.02,50.20,518.11,0.00,-4.22
91617,0.00,58.58,748,0.00,0.53,-31.75,4.1250,-64.00,-11,52,116,1,8,0.02,50.20,518.11,0.00,-4.22
91637,0.00,58.94,748,0.00,0.53,-31.75,4.6250,-64.00,-11,52,118,1,8,0.02,50.20,518.11,0.00,-3.52
91637,0.00,59.18,764,0.00,0.53,-31.75,15.6250,-64.00,-11,52,136,1,8,0.02,50.20,513.16,0.00,2.81
91637,0.00,59.90,770,0.00,0.53,-31.75,0.6250,-64.00,-11,52,128,1,8,0.02,50.20,513.16,0.00,0.00
91643,0.00,51.96,780,0.00,0.53,-31.75,1.1250,-64.00,-11,52,139,1,8,0.02,50.20,508.21,0.00,3.87
91643,0.00,52.48,793,0.00,0.53,-31.75,12.6250,-64.00,-11,52,133,1,8,0.02,50.20,503.26,0.00,1.76
91643,0.00,53.10,806,0.00,0.53,-31.75,13.6250,-64.00,-11,52,131,1,8,0.02,50.20,493.36,0.00,1.05
91780,0.00,57.97,748,0.00,0.53,-31.75,8.6250,-64.00,-11,52,113,1,8,0.02,50.20,518.11,0.00,-5.27
92060,0.00,58.09,747,0.00,0.53,-31.75,14.1250,-64.00,-11,52,116,1,8,0.02,50.20,518.11,0.00,-4.22
92206,0.00,58.09,750,0.00,0.53,-31.75,14.1250,-64.00,-11,52,121,1,8,0.02,50.20,513.16,0.00,-2.46
92218,0.00,58.09,752,0.00,0.53,-31.75,14.1250,-64.00,-11,52,116,1,8,0.02,50.20,513.16,0.00,-4.22
92375,0.00,58.09,751,0.00,0.53,-31.75,14.1250,-64.00,-11,52,103,1,8,0.02,50.20,513.16,0.00,-8.79
92390,0.00,58.09,749,0.00,0.53,-31.75,14.1250,-64.00,-11,52,113,1,8,0.02,50.20,513.16,0.00,-5.27
92532,0.00,58.09,751,0.00,0.53,-31.75,14.1250,-64.00,-11,52,101,1,8,0.02,50.20,508.21,0.00,-9.49
92669,0.00,58.45,768,0.00,0.53,-31.75,14.6250,-64.00,-11,52,118,1,8,0.02,50.20,503.26,0.00,-3.52
92669,0.00,58.22,754,0.00,0.53,-31.75,3.6250,-64.00,-11,52,113,1,8,0.02,50.20,503.26,0.00,-5.27
